Date,ServiceCategory,MarketingChannel,Season,CustomerType,AdSpend,Conversions,Revenue,DayName,MonthName,Year,ConversionRate,ROI,RevenuePerConversion,CustomerFlag,Segment,SpendPerConversion,PerformanceScore,LoyaltyPotential,ChannelEfficiency,Cost_per_Conversion
2024-06-24,Smoothie,Instagram,Summer,New,110.69,9,302.26,Monday,June,2024,0.08130815791851116,2.7306893124943534,33.58444444444444,0,New_Instagram,12.29888888888889,0.22202731784668156,0.0,0.08130815791851116,12.29888888888889
2024-10-16,Sandwich,Instagram,Summer,New,29.65,10,219.7,Wednesday,October,2024,0.18808314201505583,5.815488989814098,21.97,0,New_Instagram,2.965,0.5606004644868534,0.0,0.18808314201505583,2.965
2024-12-15,Smoothie,Instagram,Winter,Returning,168.63,5,241.05,Sunday,December,2024,0.029650714582221432,1.4294609500088953,48.21,1,Returning_Instagram,33.726,0.04238453863514485,1.4294609500088953,0.029650714582221432,33.726
2025-03-23,Coffee,Instagram,Fall,Returning,196.46,6,190.24,Sunday,March,2025,0.030540568054565814,0.9683396111167668,31.706666666666667,1,Returning_Instagram,32.74333333333333,0.029573641793243413,0.9683396111167668,0.030540568054565814,32.74333333333333
2024-06-09,Coffee,Instagram,Summer,Returning,185.95,6,31.77,Sunday,June,2024,0.032266738370529714,0.17085237967195482,5.295,1,Returning_Instagram,30.991666666666664,0.005512849034857376,0.17085237967195482,0.032266738370529714,30.991666666666664
2024-11-01,Coffee,Flyers,Fall,New,49.42,8,276.66,Friday,November,2024,0.16187778227438285,5.598138405503845,34.5825,0,New_Flyers,6.1775,0.5606004644868534,0.0,0.16187778227438285,6.1775
2024-08-09,Smoothie,Flyers,Winter,Returning,98.51,3,51.67,Friday,August,2024,0.030453761039488374,0.5245152776367882,17.223333333333333,1,Returning_Flyers,32.836666666666666,0.015973462926711646,0.5245152776367882,0.030453761039488374,32.836666666666666
2024-09-26,Pastry,Referral,Spring,New,174.35,8,245.95,Thursday,September,2024,0.045884714654430746,1.4106681961571552,30.74375,0,New_Referral,21.79375,0.06472810765275161,0.0,0.045884714654430746,21.79375
2025-02-06,Coffee,Instagram,Summer,New,13.24,5,226.17,Thursday,February,2025,0.18808314201505583,5.815488989814098,45.233999999999995,0,New_Instagram,2.648,0.5606004644868534,0.0,0.18808314201505583,2.648
2024-05-20,Smoothie,Flyers,Spring,New,42.45,4,159.7,Monday,May,2024,0.09422850412249704,3.7620730270906946,39.925,0,New_Flyers,10.6125,0.35449451374235047,0.0,0.09422850412249704,10.6125
2024-12-23,Sandwich,Referral,Winter,Returning,186.87,7,142.67,Monday,December,2024,0.03745919623267512,0.7634719323593941,20.381428571428568,1,Returning_Referral,26.695714285714285,0.028599044932390214,0.7634719323593941,0.03745919623267512,26.695714285714285
2024-12-07,Coffee,Instagram,Winter,New,76.85,2,89.4,Saturday,December,2024,0.02602472348731295,1.1633051398828889,44.7,0,New_Instagram,38.425,0.030274694596822093,0.0,0.02602472348731295,38.425
2024-09-03,Smoothie,Google Ads,Spring,New,34.48,5,212.54,Tuesday,September,2024,0.14501160092807425,5.815488989814098,42.507999999999996,0,New_Google Ads,6.895999999999999,0.5606004644868534,0.0,0.14501160092807425,6.895999999999999
2024-06-07,Sandwich,Referral,Summer,Returning,132.84,3,51.17,Friday,June,2024,0.022583559168925023,0.3852002408912978,17.05666666666667,1,Returning_Referral,44.28,0.008699192432052796,0.3852002408912978,0.022583559168925023,44.28
2024-06-29,Pastry,Referral,Summer,New,42.62,10,467.30875000000003,Saturday,June,2024,0.18808314201505583,5.815488989814098,46.730875000000005,0,New_Referral,4.262,0.5606004644868534,0.0,0.18808314201505583,4.262
2024-10-13,Coffee,Instagram,Summer,New,140.63,1,32.78,Sunday,October,2024,0.007110858280594468,0.23309393443788667,32.78,0,New_Instagram,69.695,0.0016574979338539904,0.0,0.007110858280594468,140.63
2024-05-24,Coffee,Google Ads,Spring,New,98.03,2,39.8,Friday,May,2024,0.020401917780271346,0.4059981638273997,19.9,0,New_Google Ads,49.015,0.008283141157347745,0.0,0.020401917780271346,49.015
2024-12-17,Smoothie,Referral,Winter,Returning,31.27,6,214.4,Tuesday,December,2024,0.18808314201505583,5.815488989814098,35.733333333333334,1,Returning_Referral,5.211666666666667,0.5606004644868534,3.2240023204473434,0.18808314201505583,5.211666666666667
2024-08-21,Sandwich,Google Ads,Winter,New,107.38,10,438.75,Wednesday,August,2024,0.09312721177127957,4.085956416464891,43.875,0,New_Google Ads,10.738,0.3805137284843445,0.0,0.09312721177127957,10.738
2024-12-25,Pastry,Referral,Winter,New,179.52,3,25.4,Wednesday,December,2024,0.01671122994652406,0.14148841354723707,8.466666666666667,0,New_Referral,59.84,0.002364445413556769,0.0,0.01671122994652406,59.84
2025-04-12,Sandwich,Referral,Winter,New,105.38,1,47.91,Saturday,April,2025,0.009489466691971912,0.45464034921237423,47.91,0,New_Referral,69.695,0.004314294450677304,0.0,0.009489466691971912,105.38
2025-03-08,Smoothie,Referral,Fall,New,178.2,1,34.82,Saturday,March,2025,0.0056116722783389455,0.19539842873176208,34.82,0,New_Referral,69.695,0.0010965119457450173,0.0,0.0056116722783389455,178.2
2024-10-26,Coffee,Instagram,Summer,Returning,143.17,6,233.91,Saturday,October,2024,0.04190822099601872,1.63379199552979,38.985,1,Returning_Instagram,23.861666666666665,0.06846931601018887,1.63379199552979,0.04190822099601872,23.861666666666665
2024-12-10,Coffee,Referral,Winter,Returning,15.79,8,271.78,Tuesday,December,2024,0.18808314201505583,5.815488989814098,33.9725,1,Returning_Referral,1.97375,0.5606004644868534,3.2240023204473434,0.18808314201505583,1.97375
2024-07-12,Sandwich,Instagram,Fall,Returning,97.2,2,82.36,Friday,July,2024,0.0205761316872428,0.8473251028806584,41.18,1,Returning_Instagram,48.6,0.01743467289877898,0.8473251028806584,0.0205761316872428,48.6
2024-12-23,Smoothie,Google Ads,Winter,New,83.39,7,217.61,Monday,December,2024,0.08394291881520566,2.6095455090538437,31.087142857142858,0,New_Google Ads,11.912857142857144,0.21905286681109132,0.0,0.08394291881520566,11.912857142857144
2024-11-15,Sandwich,Flyers,Fall,New,150.36,8,97.15,Friday,November,2024,0.05320563979781857,0.6461159882947592,12.14375,0,New_Flyers,18.795,0.034377014540822516,0.0,0.05320563979781857,18.795
2024-08-30,Pastry,Referral,Winter,New,109.56,9,291.93,Friday,August,2024,0.08214676889375684,2.664567360350493,32.43666666666667,0,New_Referral,12.173333333333334,0.21888559915255965,0.0,0.08214676889375684,12.173333333333334
2024-08-29,Coffee,Referral,Winter,Returning,119.49,10,85.13,Thursday,August,2024,0.08368901163277262,0.7124445560297933,8.513,1,Returning_Referral,11.949,0.059623780737282896,0.7124445560297933,0.08368901163277262,11.949
2025-05-02,Sandwich,Instagram,Spring,Returning,50.09,10,62.4,Friday,May,2025,0.18808314201505583,1.2457576362547413,6.24,1,Returning_Instagram,5.009,0.24870386030240393,1.2457576362547413,0.18808314201505583,5.009
2024-12-26,Smoothie,Referral,Winter,Returning,76.76,10,430.43,Thursday,December,2024,0.13027618551328815,5.607477853048462,43.043,1,Returning_Referral,7.676,0.5606004644868534,3.2240023204473434,0.13027618551328815,7.676
2025-03-18,Sandwich,Referral,Fall,Returning,66.45,4,145.93,Tuesday,March,2025,0.06019563581640331,2.196087283671934,36.4825,1,Returning_Referral,16.6125,0.1321948703489501,2.196087283671934,0.06019563581640331,16.6125
2024-10-11,Pastry,Flyers,Summer,Returning,43.99,5,126.94,Friday,October,2024,0.11366219595362582,2.885655830870652,25.387999999999998,1,Returning_Flyers,8.798,0.327989978503143,2.885655830870652,0.11366219595362582,8.798
2024-08-11,Coffee,Referral,Winter,Returning,138.14,8,309.06,Sunday,August,2024,0.05791226292167367,2.237295497321558,38.6325,1,Returning_Referral,17.2675,0.12956684507436272,2.237295497321558,0.05791226292167367,17.2675
2024-10-10,Smoothie,Instagram,Summer,Returning,177.9,10,92.86,Thursday,October,2024,0.056211354693648116,0.5219786396852164,9.286,1,Returning_Instagram,17.79,0.02934112645785365,0.5219786396852164,0.056211354693648116,17.79
2024-12-12,Smoothie,Flyers,Winter,Returning,74.21,2,66.35,Thursday,December,2024,0.02695054574855141,0.894084355208193,33.175,1,Returning_Flyers,37.105,0.024096061318102494,0.894084355208193,0.02695054574855141,37.105
2025-02-22,Coffee,Flyers,Summer,New,103.69,1,14.17,Saturday,February,2025,0.009644131545954287,0.13665734400617224,14.17,0,New_Flyers,69.695,0.0013179414023162528,0.0,0.009644131545954287,103.69
2024-07-23,Smoothie,Referral,Fall,New,158.76,1,41.45,Tuesday,July,2024,0.0062988158226253465,0.26108591584782065,41.45,0,New_Referral,69.695,0.0016445320978068824,0.0,0.0062988158226253465,158.76
2025-04-29,Coffee,Instagram,Winter,Returning,94.75,3,136.39,Tuesday,April,2025,0.0316622691292876,1.4394722955145118,45.46333333333333,1,Returning_Instagram,31.583333333333332,0.045576959224733885,1.4394722955145118,0.0316622691292876,31.583333333333332
2024-07-20,Pastry,Google Ads,Fall,New,101.91,5,198.27,Saturday,July,2024,0.04906289863605142,1.945540182513983,39.654,0,New_Google Ads,20.381999999999998,0.09545384076704853,0.0,0.04906289863605142,20.381999999999998
2024-09-01,Pastry,Instagram,Spring,Returning,55.34,10,412.69,Sunday,September,2024,0.18070112034694613,5.815488989814098,41.269,1,Returning_Instagram,5.534000000000001,0.5606004644868534,3.2240023204473434,0.18070112034694613,5.534000000000001
2024-10-13,Smoothie,Instagram,Summer,New,84.21,3,32.49,Sunday,October,2024,0.03562522265764161,0.3858211613822587,10.83,0,New_Instagram,28.069999999999997,0.013744964780272843,0.0,0.03562522265764161,28.069999999999997
2024-07-08,Coffee,Instagram,Fall,New,108.19,8,225.81,Monday,July,2024,0.07394398742952214,2.0871614751825494,28.22625,0,New_Instagram,13.52375,0.15433304188428132,0.0,0.07394398742952214,13.52375
2025-03-04,Coffee,Instagram,Fall,Returning,10.46,8,377.85,Tuesday,March,2025,0.18808314201505583,5.815488989814098,47.23125,1,Returning_Instagram,1.3075,0.5606004644868534,3.2240023204473434,0.18808314201505583,1.3075
2024-09-15,Smoothie,Google Ads,Spring,Returning,64.87,2,34.02,Sunday,September,2024,0.030830892554339445,0.524433482349314,17.01,1,Returning_Google Ads,32.435,0.01616875234620977,0.524433482349314,0.030830892554339445,32.435
2025-02-17,Coffee,Flyers,Summer,New,110.32,1,40.76,Monday,February,2025,0.009064539521392315,0.3694706308919507,40.76,0,New_Flyers,69.695,0.0033490811357138393,0.0,0.009064539521392315,110.32
2024-05-14,Smoothie,Google Ads,Spring,New,19.9,3,76.56,Tuesday,May,2024,0.15075376884422112,3.847236180904523,25.52,0,New_Google Ads,6.633333333333333,0.5606004644868534,0.0,0.15075376884422112,6.633333333333333
2025-01-23,Sandwich,Referral,Spring,New,140.92,2,21.35,Thursday,January,2025,0.01419244961680386,0.15150439965938123,10.675,0,New_Referral,69.695,0.002150218558889884,0.0,0.01419244961680386,70.46
2024-10-15,Smoothie,Google Ads,Summer,New,21.21,6,277.58,Tuesday,October,2024,0.18808314201505583,5.815488989814098,46.26333333333333,0,New_Google Ads,3.535,0.5606004644868534,0.0,0.18808314201505583,3.535
2025-02-09,Pastry,Google Ads,Summer,New,75.19,5,59.13,Sunday,February,2025,0.0664982045484772,0.7864077669902914,11.826,0,New_Google Ads,15.038,0.05229470454783159,0.0,0.0664982045484772,15.038
2024-06-17,Smoothie,Google Ads,Summer,Returning,171.69,5,125.35,Monday,June,2024,0.029122255227444813,0.7300949385520414,25.07,1,Returning_Google Ads,34.338,0.02126201114077819,0.7300949385520414,0.029122255227444813,34.338
2024-08-22,Smoothie,Google Ads,Winter,New,154.51,6,159.3,Thursday,August,2024,0.03883243802990098,1.031001229693871,26.55,0,New_Google Ads,25.751666666666665,0.04003629136083896,0.0,0.03883243802990098,25.751666666666665
2024-08-28,Pastry,Referral,Winter,New,121.17,6,168.29,Wednesday,August,2024,0.04951720722951226,1.3888751341091028,28.048333333333332,0,New_Referral,20.195,0.06877321783159707,0.0,0.04951720722951226,20.195
2024-09-20,Sandwich,Instagram,Spring,New,25.96,8,48.04,Friday,September,2024,0.18808314201505583,1.8505392912172571,6.005,0,New_Instagram,3.245,0.5606004644868534,0.0,0.18808314201505583,3.245
2024-08-02,Coffee,Referral,Winter,New,123.4,2,12.08,Friday,August,2024,0.01620745542949757,0.09789303079416531,6.04,0,New_Referral,61.7,0.0015865969334548672,0.0,0.01620745542949757,61.7
2024-06-13,Pastry,Flyers,Summer,Returning,99.11,9,236.19,Thursday,June,2024,0.09080819291696095,2.3831096761174453,26.243333333333332,1,Returning_Flyers,11.012222222222222,0.21640588321114929,2.3831096761174453,0.09080819291696095,11.012222222222222
2025-01-24,Pastry,Google Ads,Spring,Returning,25.71,6,203.35,Friday,January,2025,0.18808314201505583,5.815488989814098,33.891666666666666,1,Returning_Google Ads,4.285,0.5606004644868534,3.2240023204473434,0.18808314201505583,4.285
2025-04-25,Coffee,Instagram,Winter,New,30.62,10,451.84,Friday,April,2025,0.18808314201505583,5.815488989814098,45.184,0,New_Instagram,3.0620000000000003,0.5606004644868534,0.0,0.18808314201505583,3.0620000000000003
2025-04-02,Smoothie,Flyers,Winter,New,116.1,4,186.44,Wednesday,April,2025,0.034453057708871665,1.6058570198105082,46.61,0,New_Flyers,29.025,0.055326684575728105,0.0,0.034453057708871665,29.025
2024-09-26,Pastry,Google Ads,Spring,Returning,133.62,7,169.69,Thursday,September,2024,0.0523873671606047,1.2699446190690016,24.24142857142857,1,Returning_Google Ads,19.08857142857143,0.06652905503280206,1.2699446190690016,0.0523873671606047,19.08857142857143
2024-12-26,Pastry,Referral,Winter,New,155.27,3,75.03,Thursday,December,2024,0.01932118245636633,0.48322277323372187,25.01,0,New_Referral,51.75666666666667,0.009336435368720072,0.0,0.01932118245636633,51.75666666666667
2025-01-14,Coffee,Flyers,Spring,Returning,133.04,8,372.74,Tuesday,January,2025,0.06013229104028864,2.8017137702946484,46.5925,1,Returning_Flyers,16.63,0.1684734678469422,2.8017137702946484,0.06013229104028864,16.63
2024-10-21,Sandwich,Google Ads,Summer,Returning,117.03,4,134.7,Monday,October,2024,0.03417927027257968,1.1509869264291206,33.675,1,Returning_Google Ads,29.2575,0.039339893238626696,1.1509869264291206,0.03417927027257968,29.2575
2025-04-23,Pastry,Referral,Winter,New,118.61,1,30.67,Wednesday,April,2025,0.008430992327796982,0.2585785346935334,30.67,0,New_Referral,69.695,0.002180073642134166,0.0,0.008430992327796982,118.61
2024-08-21,Pastry,Google Ads,Winter,New,53.92,8,319.81,Wednesday,August,2024,0.14836795252225518,5.815488989814098,39.97625,0,New_Google Ads,6.74,0.5606004644868534,0.0,0.14836795252225518,6.74
2024-09-26,Pastry,Google Ads,Spring,New,51.3,9,428.25,Thursday,September,2024,0.1754385964912281,5.815488989814098,47.583333333333336,0,New_Google Ads,5.699999999999999,0.5606004644868534,0.0,0.1754385964912281,5.699999999999999
2024-12-12,Sandwich,Flyers,Winter,Returning,151.85,1,6.6,Thursday,December,2024,0.00658544616397761,0.043463944682252224,6.6,1,Returning_Flyers,69.695,0.00028622946777907295,0.043463944682252224,0.00658544616397761,151.85
2025-03-30,Coffee,Instagram,Fall,Returning,138.8,2,27.62,Sunday,March,2025,0.01440922190201729,0.19899135446685878,13.81,1,Returning_Instagram,69.4,0.002867310583095948,0.19899135446685878,0.01440922190201729,69.4
2024-06-17,Smoothie,Referral,Summer,New,28.28,5,63.63,Monday,June,2024,0.1768033946251768,2.25,12.726,0,New_Referral,5.656000000000001,0.3978076379066478,0.0,0.1768033946251768,5.656000000000001
2024-05-06,Pastry,Flyers,Spring,New,112.46,8,284.49,Monday,May,2024,0.07113640405477503,2.529699448692869,35.56125,0,New_Flyers,14.0575,0.17995372211935756,0.0,0.07113640405477503,14.0575
2024-08-23,Pastry,Instagram,Winter,New,29.73,9,430.12,Friday,August,2024,0.18808314201505583,5.815488989814098,47.791111111111114,0,New_Instagram,3.3033333333333332,0.5606004644868534,0.0,0.18808314201505583,3.3033333333333332
2024-09-30,Sandwich,Google Ads,Spring,Returning,53.45,2,75.42,Monday,September,2024,0.037418147801683815,1.4110383536014968,37.71,1,Returning_Google Ads,26.725,0.0527984416689054,1.4110383536014968,0.037418147801683815,26.725
2024-08-06,Coffee,Google Ads,Winter,Returning,48.65,8,64.47,Tuesday,August,2024,0.1644398766700925,1.325179856115108,8.05875,1,Returning_Google Ads,6.08125,0.21791241210525927,1.325179856115108,0.1644398766700925,6.08125
2024-11-12,Pastry,Flyers,Fall,Returning,84.12,8,166.99,Tuesday,November,2024,0.0951022349025202,1.9851402757964811,20.87375,1,Returning_Flyers,10.515,0.1887912768232507,1.9851402757964811,0.0951022349025202,10.515
2024-11-05,Coffee,Referral,Fall,Returning,160.3,5,111.51,Tuesday,November,2024,0.03119151590767311,0.6956331877729257,22.302,1,Returning_Referral,32.06,0.021697853642324568,0.6956331877729257,0.03119151590767311,32.06
2024-11-24,Coffee,Referral,Fall,Returning,95.46,5,136.49,Sunday,November,2024,0.052377959354703546,1.4298135344646974,27.298000000000002,1,Returning_Referral,19.092,0.07489071519299693,1.4298135344646974,0.052377959354703546,19.092
2025-04-18,Pastry,Referral,Winter,New,20.67,8,244.39,Friday,April,2025,0.18808314201505583,5.815488989814098,30.54875,0,New_Referral,2.58375,0.5606004644868534,0.0,0.18808314201505583,2.58375
2024-05-10,Smoothie,Google Ads,Spring,New,181.3,5,95.37,Friday,May,2024,0.027578599007170433,0.5260341974627689,19.074,0,New_Google Ads,36.260000000000005,0.014507286195884414,0.0,0.027578599007170433,36.260000000000005
2025-05-02,Smoothie,Google Ads,Spring,New,69.16,2,11.2,Friday,May,2025,0.02891844997108155,0.16194331983805668,5.6,0,New_Google Ads,34.58,0.004683149792887701,0.0,0.02891844997108155,34.58
2024-11-10,Sandwich,Google Ads,Fall,New,51.61,3,106.61,Sunday,November,2024,0.05812826971517148,2.065684944778144,35.53666666666667,0,New_Google Ads,17.203333333333333,0.12007469161663305,0.0,0.05812826971517148,17.203333333333333
2025-03-21,Sandwich,Flyers,Fall,Returning,24.49,5,99.09,Friday,March,2025,0.18808314201505583,4.046141282155983,19.818,1,Returning_Flyers,4.898,0.5606004644868534,3.2240023204473434,0.18808314201505583,4.898
2024-05-11,Sandwich,Flyers,Spring,Returning,108.71,1,7.45,Saturday,May,2024,0.009198785760279644,0.06853095391408334,7.45,1,Returning_Flyers,69.695,0.0006304015630032504,0.06853095391408334,0.009198785760279644,108.71
2024-05-22,Sandwich,Referral,Spring,New,147.65,10,60.89,Wednesday,May,2024,0.06772773450728073,0.41239417541483236,6.089,0,New_Referral,14.765,0.027930523224844725,0.0,0.06772773450728073,14.765
2024-08-22,Coffee,Google Ads,Winter,Returning,132.54,3,95.57,Thursday,August,2024,0.022634676324128567,0.7210653387656556,31.856666666666666,1,Returning_Google Ads,44.18,0.01632108055150873,0.7210653387656556,0.022634676324128567,44.18
2025-01-28,Sandwich,Referral,Spring,New,145.57,8,332.89,Tuesday,January,2025,0.05495637837466511,2.2868035996427833,41.61125,0,New_Referral,18.19625,0.125674443890515,0.0,0.05495637837466511,18.19625
2024-12-13,Sandwich,Google Ads,Winter,New,165.26,9,187.6,Friday,December,2024,0.054459639356166045,1.1351809270240834,20.844444444444445,0,New_Google Ads,18.362222222222222,0.061821543889729824,0.0,0.054459639356166045,18.362222222222222
2024-10-12,Pastry,Instagram,Summer,New,22.49,2,21.35,Saturday,October,2024,0.0889284126278346,0.9493108048021344,10.675,0,New_Instagram,11.245,0.08442070296150596,0.0,0.0889284126278346,11.245
2025-03-12,Smoothie,Google Ads,Fall,Returning,180.73,1,20.92,Wednesday,March,2025,0.005533115697449234,0.11575278039063798,20.92,1,Returning_Google Ads,69.695,0.0006404735262028328,0.11575278039063798,0.005533115697449234,180.73
2025-04-23,Coffee,Referral,Winter,Returning,158.38,7,122.31,Wednesday,April,2025,0.04419749968430357,0.77225659805531,17.472857142857144,1,Returning_Referral,22.625714285714285,0.034131810748750914,0.77225659805531,0.04419749968430357,22.625714285714285
